05/25/17 18:15:23,BotEvents.SYS_Stop,"No tweets given (ran out, probably)"
05/25/17 18:15:23,BotEvents.SYS_Stop,Tweet loop ended.
05/25/17 18:17:59,BotEvents.SYS_Setup,BotFunctions(LogEvents|TweetOffline|SaveTweetIndex|TestOfflineFull)
05/25/17 18:17:59,BotEvents.SYS_StartThread,Tweet loop
05/25/17 18:17:59,BotEvents.SYS_Stop,"No tweets given (ran out, probably)"
05/25/17 18:17:59,BotEvents.SYS_Stop,Tweet loop ended.
05/25/17 18:19:04,BotEvents.SYS_Setup,BotFunctions(LogEvents|TweetOffline|SaveTweetIndex|TestOfflineFull)
05/25/17 18:19:04,BotEvents.SYS_StartThread,Tweet loop
05/25/17 18:19:07,BotEvents.USR_LoadTweet,1 tweet starting at 3 (THE THIRD)
05/25/17 18:19:07,BotEvents.SYS_Stop,"No tweets given (ran out, probably)"
05/25/17 18:19:07,BotEvents.SYS_Stop,Tweet loop ended.
05/25/17 18:19:38,BotEvents.SYS_Setup,BotFunctions(LogEvents|TweetOffline|SaveTweetIndex|TestOfflineFull)
05/25/17 18:19:38,BotEvents.SYS_StartThread,Tweet loop
05/25/17 18:19:40,BotEvents.USR_LoadTweet,1 tweet starting at 2 (END)
05/25/17 18:19:42,BotEvents.USR_LoadTweet,1 tweet starting at 3 (THE THIRD)
05/25/17 18:19:42,BotEvents.SYS_Stop,"No tweets given (ran out, probably)"
05/25/17 18:19:42,BotEvents.SYS_Stop,Tweet loop ended.
05/25/17 18:30:11,BotEvents.SYS_Setup,BotFunctions(LogEvents|WatchUserStream|WatchTrackStream|TestStreamsOnly)
05/25/17 18:32:18,BotEvents.SYS_Setup,BotFunctions(LogEvents|WatchUserStream|WatchTrackedStream|TestStreamsOnly)
05/25/17 18:32:19,BotEvents.SYS_Connect,
05/25/17 18:32:36,BotEvents.USR_GetDM,"""HaguDeGozaru: Test"""
05/25/17 18:33:51,BotEvents.USR_GetTweet,"""202527649: @HaguEigoBot Another reply test"""
05/25/17 18:34:34,BotEvents.USR_GetTweet,"""202527649: Quoted retweet test https://t.co/dUs5Fe56BV"""
05/25/17 18:34:34,BotEvents.ERR_Communications,quoted_tweet
05/25/17 18:36:37,BotEvents.USR_GetTweet,"""202527649: 自己投稿ログテスト"""
05/25/17 18:50:54,BotEvents.SYS_Setup,BotFunctions(LogEvents|WatchUserStream|WatchTrackedStream|TestStreamsOnly)
05/25/17 18:50:55,BotEvents.SYS_Connect,
05/25/17 18:51:40,BotEvents.USR_GetTweet,"""HaguDeGozaru: @HaguEigoBot ユニコードテスト"""
05/25/17 18:51:40,BotEvents.USR_GetTweet,"Status(_api=<tweepy.api.API object at 0x000002DA9A2A70F0>, _json={'created_at': 'Thu May 25 09:51:39 +0000 2017', 'id': 867679546761293824, 'id_str': '867679546761293824', 'text': '@HaguEigoBot ユニコードテスト', 'display_text_range': [13, 21], 'source': '<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>', 'truncated': False, 'in_reply_to_status_id': 867299921661120512, 'in_reply_to_status_id_str': '867299921661120512', 'in_reply_to_user_id': 862201622939578368, 'in_reply_to_user_id_str': '862201622939578368', 'in_reply_to_screen_name': 'HaguEigoBot', 'user': {'id': 202527649, 'id_str': '202527649', 'name': 'ハグ イェン', 'screen_name': 'HaguDeGozaru', 'location': '練馬区', 'url': 'http://www.youtube.com/user/hagudegozaru', 'description': '2014年1月初来日した、ワシントン州人でゲーム実況者である。 http://www.nicovideo.jp/user/9864897 Skype: ian.suffix Steam: Ian_Suffix', 'protected': False, 'verified': False, 'followers_count': 1068, 'friends_count': 220, 'listed_count': 42, 'favourites_count': 325, 'statuses_count': 16984, 'created_at': 'Thu Oct 14 07:10:07 +0000 2010', 'utc_offset': -28800, 'time_zone': 'Alaska', 'geo_enabled': True, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': '022330', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme15/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme15/bg.png', 'profile_background_tile': False, 'profile_link_color': '0084B4', 'profile_sidebar_border_color': 'A8C7F7', 'profile_sidebar_fill_color': 'C0DFEC', 'profile_text_color': '333333', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/853839562598043648/E8aTwrFl_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/853839562598043648/E8aTwrFl_normal.jpg', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}, 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'is_quote_status': False, 'retweet_count': 0, 'favorite_count': 0, 'entities': {'hashtags': [], 'urls': [], 'user_mentions': [{'screen_name': 'HaguEigoBot', 'name': 'Auto Hagu', 'id': 862201622939578368, 'id_str': '862201622939578368', 'indices': [0, 12]}], 'symbols': []}, 'favorited': False, 'retweeted': False, 'filter_level': 'low', 'lang': 'ja', 'timestamp_ms': '1495705899311'}, created_at=datetime.datetime(2017, 5, 25, 9, 51, 39), id=867679546761293824, id_str='867679546761293824', text='@HaguEigoBot ユニコードテスト', display_text_range=[13, 21], source='Twitter Web Client', source_url='http://twitter.com', truncated=False, in_reply_to_status_id=867299921661120512, in_reply_to_status_id_str='867299921661120512', in_reply_to_user_id=862201622939578368, in_reply_to_user_id_str='862201622939578368', in_reply_to_screen_name='HaguEigoBot', author=User(_api=<tweepy.api.API object at 0x000002DA9A2A70F0>, _json={'id': 202527649, 'id_str': '202527649', 'name': 'ハグ イェン', 'screen_name': 'HaguDeGozaru', 'location': '練馬区', 'url': 'http://www.youtube.com/user/hagudegozaru', 'description': '2014年1月初来日した、ワシントン州人でゲーム実況者である。 http://www.nicovideo.jp/user/9864897 Skype: ian.suffix Steam: Ian_Suffix', 'protected': False, 'verified': False, 'followers_count': 1068, 'friends_count': 220, 'listed_count': 42, 'favourites_count': 325, 'statuses_count': 16984, 'created_at': 'Thu Oct 14 07:10:07 +0000 2010', 'utc_offset': -28800, 'time_zone': 'Alaska', 'geo_enabled': True, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': '022330', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme15/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme15/bg.png', 'profile_background_tile': False, 'profile_link_color': '0084B4', 'profile_sidebar_border_color': 'A8C7F7', 'profile_sidebar_fill_color': 'C0DFEC', 'profile_text_color': '333333', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/853839562598043648/E8aTwrFl_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/853839562598043648/E8aTwrFl_normal.jpg', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}, id=202527649, id_str='202527649', name='ハグ イェン', screen_name='HaguDeGozaru', location='練馬区', url='http://www.youtube.com/user/hagudegozaru', description='2014年1月初来日した、ワシントン州人でゲーム実況者である。 http://www.nicovideo.jp/user/9864897 Skype: ian.suffix Steam: Ian_Suffix', protected=False, verified=False, followers_count=1068, friends_count=220, listed_count=42, favourites_count=325, statuses_count=16984, created_at=datetime.datetime(2010, 10, 14, 7, 10, 7), utc_offset=-28800, time_zone='Alaska', geo_enabled=True, lang='en', contributors_enabled=False, is_translator=False, profile_background_color='022330', profile_background_image_url='http://abs.twimg.com/images/themes/theme15/bg.png', profile_background_image_url_https='https://abs.twimg.com/images/themes/theme15/bg.png', profile_background_tile=False, profile_link_color='0084B4', profile_sidebar_border_color='A8C7F7', profile_sidebar_fill_color='C0DFEC', profile_text_color='333333', profile_use_background_image=True, profile_image_url='http://pbs.twimg.com/profile_images/853839562598043648/E8aTwrFl_normal.jpg', profile_image_url_https='https://pbs.twimg.com/profile_images/853839562598043648/E8aTwrFl_normal.jpg', default_profile=False, default_profile_image=False, following=False, follow_request_sent=None, notifications=None), user=User(_api=<tweepy.api.API object at 0x000002DA9A2A70F0>, _json={'id': 202527649, 'id_str': '202527649', 'name': 'ハグ イェン', 'screen_name': 'HaguDeGozaru', 'location': '練馬区', 'url': 'http://www.youtube.com/user/hagudegozaru', 'description': '2014年1月初来日した、ワシントン州人でゲーム実況者である。 http://www.nicovideo.jp/user/9864897 Skype: ian.suffix Steam: Ian_Suffix', 'protected': False, 'verified': False, 'followers_count': 1068, 'friends_count': 220, 'listed_count': 42, 'favourites_count': 325, 'statuses_count': 16984, 'created_at': 'Thu Oct 14 07:10:07 +0000 2010', 'utc_offset': -28800, 'time_zone': 'Alaska', 'geo_enabled': True, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': '022330', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme15/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme15/bg.png', 'profile_background_tile': False, 'profile_link_color': '0084B4', 'profile_sidebar_border_color': 'A8C7F7', 'profile_sidebar_fill_color': 'C0DFEC', 'profile_text_color': '333333', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/853839562598043648/E8aTwrFl_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/853839562598043648/E8aTwrFl_normal.jpg', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}, id=202527649, id_str='202527649', name='ハグ イェン', screen_name='HaguDeGozaru', location='練馬区', url='http://www.youtube.com/user/hagudegozaru', description='2014年1月初来日した、ワシントン州人でゲーム実況者である。 http://www.nicovideo.jp/user/9864897 Skype: ian.suffix Steam: Ian_Suffix', protected=False, verified=False, followers_count=1068, friends_count=220, listed_count=42, favourites_count=325, statuses_count=16984, created_at=datetime.datetime(2010, 10, 14, 7, 10, 7), utc_offset=-28800, time_zone='Alaska', geo_enabled=True, lang='en', contributors_enabled=False, is_translator=False, profile_background_color='022330', profile_background_image_url='http://abs.twimg.com/images/themes/theme15/bg.png', profile_background_image_url_https='https://abs.twimg.com/images/themes/theme15/bg.png', profile_background_tile=False, profile_link_color='0084B4', profile_sidebar_border_color='A8C7F7', profile_sidebar_fill_color='C0DFEC', profile_text_color='333333', profile_use_background_image=True, profile_image_url='http://pbs.twimg.com/profile_images/853839562598043648/E8aTwrFl_normal.jpg', profile_image_url_https='https://pbs.twimg.com/profile_images/853839562598043648/E8aTwrFl_normal.jpg', default_profile=False, default_profile_image=False, following=False, follow_request_sent=None, notifications=None), geo=None, coordinates=None, place=None, contributors=None, is_quote_status=False, retweet_count=0, favorite_count=0, entities={'hashtags': [], 'urls': [], 'user_mentions': [{'screen_name': 'HaguEigoBot', 'name': 'Auto Hagu', 'id': 862201622939578368, 'id_str': '862201622939578368', 'indices': [0, 12]}], 'symbols': []}, favorited=False, retweeted=False, filter_level='low', lang='ja', timestamp_ms='1495705899311')"
05/25/17 18:59:03,BotEvents.ERR_Communications,favorite
05/25/17 18:59:09,BotEvents.ERR_Communications,favorite
05/25/17 18:59:24,BotEvents.ERR_Communications,unfavorite
05/25/17 19:00:54,BotEvents.ERR_Communications,favorite
05/25/17 19:00:56,BotEvents.ERR_Communications,unfavorite
05/25/17 19:00:58,BotEvents.ERR_Communications,unfavorite
05/25/17 19:01:21,BotEvents.USR_GetTweet,"""HaguDeGozaru: RT @HaguEigoBot: Starting stream log test. (DM, RP, FAV)
1 of 2"""
